REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	AbstractUnicodeExtraField(java.lang.String,byte[])	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	AbstractUnicodeExtraField(java.lang.String,byte[],int,int)	nameCRC32	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	AbstractUnicodeExtraField(java.lang.String,byte[],int,int)	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	AbstractUnicodeExtraField(java.lang.String,byte[],int,int)	UTF_8	java.nio.charset.StandardCharsets	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	nameCRC32	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	assembleData()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	this	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryData()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryLength()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryLength()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryLength()	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getCentralDirectoryLength()	data	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getNameCRC32()	nameCRC32	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getUnicodeName()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getUnicodeName()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getUnicodeName()	length	Array	SOURCE
org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	getUnicodeName()	unicodeName	org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField	SOURCE
